                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                 0.2707,                0.25855,                0.86911,                0.98706,                0.98965,                  0.995,                0.77851,                0.97519,                0.37819,                   1.21,              0.0022285,              0.0022285,              0.0022285
                    159,                0.25681,                0.22712,                0.86261,                0.98459,                0.99459,                  0.995,                0.76758,                 1.0187,                0.38097,                 1.2703,               0.002179,               0.002179,               0.002179
                    160,                0.26723,                0.23926,                0.86033,                0.99123,                0.98393,                  0.995,                0.78794,                0.99171,                0.37333,                 1.2598,              0.0021295,              0.0021295,              0.0021295
                    161,                 0.2683,                0.24266,                0.86405,                0.99298,                0.97727,                0.99313,                0.78236,                0.98757,                0.35634,                 1.2111,                0.00208,                0.00208,                0.00208
                    162,                0.27055,                0.24746,                0.87167,                0.99027,                0.97727,                0.99313,                0.78029,                0.97349,                0.36101,                   1.19,              0.0020305,              0.0020305,              0.0020305
                    163,                0.25533,                0.23913,                0.87391,                0.98795,                0.97727,                0.99313,                0.78055,                0.99095,                0.39509,                 1.2089,               0.001981,               0.001981,               0.001981
                    164,                 0.2524,                0.23371,                0.85684,                0.97685,                0.97477,                0.97937,                0.78227,                   0.97,                0.40781,                 1.1992,              0.0019315,              0.0019315,              0.0019315
                    165,                0.25488,                0.23012,                0.85904,                 0.9851,                0.96044,                0.98134,                0.78452,                0.94408,                0.40796,                 1.2145,               0.001882,               0.001882,               0.001882
                    166,                0.27334,                0.23337,                0.86828,                0.98204,                0.94228,                0.99018,                0.77925,                0.97967,                0.40931,                 1.1933,              0.0018325,              0.0018325,              0.0018325
                    167,                0.25969,                 0.2343,                0.86802,                0.97688,                0.97521,                0.99313,                0.77938,                 0.9828,                0.38635,                  1.193,               0.001783,               0.001783,               0.001783
                    168,                0.25151,                0.22901,                0.86273,                0.98022,                0.96165,                0.98812,                0.78321,                0.97438,                0.45103,                 1.2125,              0.0017335,              0.0017335,              0.0017335
                    169,                0.25842,                0.23978,                0.87178,                0.98208,                0.96165,                 0.9789,                0.78256,                 1.0153,                0.40795,                 1.2184,               0.001684,               0.001684,               0.001684
                    170,                0.25599,                0.24222,                0.86537,                0.98394,                0.97727,                0.99313,                0.76874,                  1.022,                0.38382,                  1.221,              0.0016345,              0.0016345,              0.0016345
                    171,                0.25466,                0.22687,                0.87593,                0.97473,                0.97342,                0.99018,                0.77689,                      1,                0.41721,                 1.2016,               0.001585,               0.001585,               0.001585
                    172,                0.25069,                0.23207,                0.85688,                0.98174,                0.97769,                  0.995,                0.79417,                 0.9556,                 0.3625,                 1.1808,              0.0015355,              0.0015355,              0.0015355
                    173,                0.25756,                0.22532,                0.86078,                0.97778,                0.99309,                  0.995,                0.79473,                0.99746,                0.33311,                 1.2094,               0.001486,               0.001486,               0.001486
                    174,                0.24785,                0.22817,                0.87061,                 0.9822,                0.98559,                  0.995,                0.79162,                0.96043,                0.34942,                 1.1826,              0.0014365,              0.0014365,              0.0014365
                    175,                0.23143,                0.21325,                0.84732,                0.98375,                0.97412,                0.99313,                0.79121,                0.95692,                0.36204,                 1.1785,               0.001387,               0.001387,               0.001387
                    176,                0.25608,                0.22862,                0.86356,                0.95514,                0.98386,                0.99125,                0.77833,                 1.0108,                0.36205,                 1.2173,              0.0013375,              0.0013375,              0.0013375
                    177,                0.24066,                0.21581,                0.85855,                0.93073,                0.99611,                0.99224,                0.77102,                 1.0313,                0.38009,                 1.2768,               0.001288,               0.001288,               0.001288
                    178,                0.23391,                0.21152,                0.85591,                0.95753,                 0.9672,                0.98812,                 0.7733,                 1.0319,                0.42273,                 1.3074,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.2323,                0.19977,                0.85829,                0.98518,                0.97838,                  0.995,                0.78188,                 0.9827,                0.39852,                 1.2803,               0.001189,               0.001189,               0.001189
                    180,                 0.2295,                 0.2111,                0.86217,                0.98904,                0.97555,                0.99313,                0.77353,                 1.0059,                  0.393,                 1.2812,              0.0011395,              0.0011395,              0.0011395
                    181,                 0.2384,                0.22698,                0.86336,                0.96451,                0.97466,                0.98695,                0.78189,                 1.0159,                0.37048,                 1.2536,                0.00109,                0.00109,                0.00109
                    182,                0.23876,                 0.2194,                0.86414,                0.96189,                 0.9752,                0.98695,                0.78289,                0.99775,                0.35501,                 1.2389,              0.0010405,              0.0010405,              0.0010405
                    183,                 0.2226,                0.20583,                 0.8561,                0.99022,                0.96819,                0.99313,                0.78633,                0.99063,                0.35346,                 1.2304,               0.000991,               0.000991,               0.000991
                    184,                0.22094,                0.20069,                0.84401,                0.98676,                0.97157,                0.98023,                0.77618,                0.99945,                0.37285,                 1.2482,              0.0009415,              0.0009415,              0.0009415
                    185,                0.22553,                0.20397,                0.84998,                0.99033,                0.96695,                0.99313,                0.78194,                 1.0196,                0.37928,                 1.2806,               0.000892,               0.000892,               0.000892
                    186,                0.21699,                0.19938,                0.85204,                0.96458,                 0.9675,                0.97635,                 0.7717,                 1.0258,                0.37339,                 1.2827,              0.0008425,              0.0008425,              0.0008425
                    187,                0.20354,                0.20136,                0.86119,                0.99596,                 0.9613,                0.97813,                0.78397,                 1.0066,                0.37069,                 1.2623,               0.000793,               0.000793,               0.000793
                    188,                 0.2074,                0.19536,                0.85054,                0.99265,                0.97004,                0.99313,                0.79636,                0.98574,                0.38383,                 1.2526,              0.0007435,              0.0007435,              0.0007435
                    189,                0.22649,                0.19703,                0.85364,                 0.9878,                0.97173,                0.99313,                0.78704,                 1.0054,                0.40686,                 1.2602,               0.000694,               0.000694,               0.000694
                    190,                 0.1606,                0.12375,                0.81032,                0.97951,                0.96165,                0.99224,                0.77809,                 1.0008,                0.41638,                 1.2568,              0.0006445,              0.0006445,              0.0006445
                    191,                0.16249,                0.12825,                0.79843,                0.97015,                0.97532,                 0.9893,                  0.785,                 1.0014,                0.41318,                 1.2602,               0.000595,               0.000595,               0.000595
                    192,                0.16719,                0.12844,                0.79563,                0.99349,                0.95954,                0.99313,                0.78395,                0.98923,                0.39371,                 1.2621,              0.0005455,              0.0005455,              0.0005455
                    193,                0.16029,                0.12434,                0.79721,                0.99186,                 0.9621,                0.99313,                0.79918,                0.96467,                0.39631,                 1.2683,               0.000496,               0.000496,               0.000496
                    194,                0.16213,                0.12703,                0.79492,                0.99015,                0.96417,                0.99154,                0.80005,                0.96293,                0.40759,                 1.2703,              0.0004465,              0.0004465,              0.0004465
                    195,                0.15389,                0.12446,                 0.7968,                0.99058,                0.96672,                  0.995,                0.79365,                0.97788,                 0.3771,                 1.2726,               0.000397,               0.000397,               0.000397
                    196,                0.15949,                0.12273,                0.79535,                0.96952,                 0.9949,                  0.995,                0.78925,                0.97929,                0.37786,                 1.2821,              0.0003475,              0.0003475,              0.0003475
                    197,                0.15204,                0.12393,                0.79724,                 0.9892,                0.97497,                0.99313,                0.79544,                0.96231,                0.38735,                 1.2779,               0.000298,               0.000298,               0.000298
                    198,                0.15526,                0.11914,                0.79231,                0.98864,                0.97384,                  0.989,                 0.7963,                0.95543,                0.40672,                 1.2744,              0.0002485,              0.0002485,              0.0002485
                    199,                0.14477,                0.11486,                0.80125,                0.98945,                 0.9736,                0.99018,                  0.791,                0.96417,                0.41397,                 1.2787,               0.000199,               0.000199,               0.000199
