                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.40635,                0.37654,                0.91372,                0.88001,                0.90069,                0.94873,                0.71525,                 1.0603,                0.56625,                 1.2751,              0.0085546,              0.0085546,              0.0085546
                    148,                0.39612,                0.37917,                0.91722,                 0.9398,                0.94075,                0.95521,                0.69587,                 1.1538,                0.61327,                 1.3683,              0.0085447,              0.0085447,              0.0085447
                    149,                0.38891,                0.34009,                0.90808,                0.94235,                0.92394,                0.95683,                0.71433,                 1.1368,                0.58426,                 1.3456,              0.0085348,              0.0085348,              0.0085348
                    150,                0.40102,                0.36152,                0.90843,                0.95519,                0.92759,                  0.964,                0.72611,                 1.0869,                0.63967,                 1.2801,              0.0085249,              0.0085249,              0.0085249
                    151,                 0.3728,                0.35554,                 0.9093,                0.97077,                0.94257,                 0.9796,                0.74713,                 1.0576,                0.51043,                 1.2518,               0.008515,               0.008515,               0.008515
                    152,                0.39343,                0.36372,                0.90152,                0.94018,                0.94735,                0.96488,                0.72829,                 1.0659,                0.60547,                 1.2398,              0.0085051,              0.0085051,              0.0085051
                    153,                0.41028,                0.35979,                0.93126,                0.95745,                0.92663,                0.97244,                0.74538,                 1.0113,                0.49638,                 1.1922,              0.0084952,              0.0084952,              0.0084952
                    154,                 0.3724,                0.34389,                0.91076,                0.94741,                0.95249,                0.98442,                0.75972,                 1.0242,                0.44239,                 1.2506,              0.0084853,              0.0084853,              0.0084853
                    155,                0.37406,                0.33688,                0.90461,                 0.9917,                0.93492,                0.97901,                0.76557,                 1.0438,                0.50951,                 1.2702,              0.0084754,              0.0084754,              0.0084754
                    156,                0.38677,                0.33974,                0.90424,                0.97814,                0.97365,                0.98075,                0.72613,                 1.0805,                0.49797,                 1.3101,              0.0084655,              0.0084655,              0.0084655
                    157,                0.38508,                0.35635,                0.90363,                0.96371,                0.95898,                0.97901,                0.73865,                 1.1111,                 0.4273,                 1.3148,              0.0084556,              0.0084556,              0.0084556
                    158,                0.37065,                0.35534,                0.90673,                0.96763,                0.95082,                0.97409,                0.72677,                 1.1016,                 0.4501,                 1.2891,              0.0084457,              0.0084457,              0.0084457
                    159,                0.35683,                0.34038,                0.90168,                0.97474,                0.92066,                0.97464,                0.72478,                 1.0433,                0.60338,                 1.2658,              0.0084358,              0.0084358,              0.0084358
                    160,                0.36816,                0.32845,                0.89847,                0.98673,                0.93391,                0.97526,                  0.735,                 1.0947,                0.59833,                 1.2914,              0.0084259,              0.0084259,              0.0084259
                    161,                0.36607,                0.33765,                0.89706,                0.96789,                0.93892,                0.97349,                0.75451,                 1.0032,                0.52432,                 1.2278,               0.008416,               0.008416,               0.008416
                    162,                0.37541,                0.34282,                0.90652,                 0.9441,                0.97391,                0.97663,                0.75163,                   1.04,                0.44243,                 1.2247,              0.0084061,              0.0084061,              0.0084061
                    163,                0.36182,                0.33442,                0.90904,                0.96102,                0.94924,                0.97283,                0.72609,                 1.1005,                0.40586,                 1.3178,              0.0083962,              0.0083962,              0.0083962
                    164,                0.35309,                0.31364,                0.90509,                0.98688,                0.95455,                0.97288,                0.73761,                 1.0392,                0.42501,                 1.2777,              0.0083863,              0.0083863,              0.0083863
                    165,                0.37835,                0.34349,                0.89711,                0.96195,                0.97193,                0.97751,                0.72776,                  1.101,                0.46113,                 1.3226,              0.0083764,              0.0083764,              0.0083764
                    166,                0.37428,                0.35184,                0.90209,                0.96737,                0.95455,                0.98949,                0.73514,                 1.1305,                0.48718,                 1.3684,              0.0083665,              0.0083665,              0.0083665
                    167,                0.37567,                0.33861,                0.90421,                0.96291,                0.95603,                  0.995,                0.75346,                 1.1201,                 0.4627,                 1.3738,              0.0083566,              0.0083566,              0.0083566
                    168,                 0.3621,                0.33943,                0.90708,                0.97609,                0.94039,                0.97784,                 0.7209,                 1.1448,                0.44819,                 1.4262,              0.0083467,              0.0083467,              0.0083467
                    169,                0.37351,                0.34591,                0.91004,                0.96655,                0.94395,                0.97375,                0.72148,                 1.2044,                0.43075,                 1.4178,              0.0083368,              0.0083368,              0.0083368
                    170,                0.36716,                0.35602,                 0.9015,                0.94726,                0.99944,                  0.995,                0.72875,                 1.1704,                0.44916,                 1.3833,              0.0083269,              0.0083269,              0.0083269
                    171,                 0.3749,                0.34495,                0.90377,                 0.9684,                0.93808,                0.99125,                0.74315,                 1.1003,                0.47422,                 1.3217,               0.008317,               0.008317,               0.008317
                    172,                0.36816,                0.33161,                0.90098,                0.98668,                0.96896,                0.97978,                0.76547,                 1.0499,                0.39719,                 1.2703,              0.0083071,              0.0083071,              0.0083071
                    173,                0.36931,                 0.3499,                 0.9159,                0.98113,                 0.9794,                  0.995,                0.73315,                 1.1162,                0.44092,                 1.3485,              0.0082972,              0.0082972,              0.0082972
                    174,                0.35836,                0.35105,                0.90341,                0.98941,                 0.9507,                0.99125,                0.74637,                 1.0866,                0.44109,                 1.2818,              0.0082873,              0.0082873,              0.0082873
                    175,                0.35625,                0.33349,                0.88935,                0.93478,                0.95455,                0.97281,                0.72172,                 1.1408,                0.56844,                  1.334,              0.0082774,              0.0082774,              0.0082774
                    176,                0.37618,                0.34518,                0.90815,                0.94405,                0.94252,                0.98197,                0.70651,                 1.1924,                0.49678,                 1.3746,              0.0082675,              0.0082675,              0.0082675
                    177,                0.37121,                0.31247,                0.90569,                0.94669,                0.92903,                0.96149,                0.71748,                 1.0693,                 0.5233,                  1.282,              0.0082576,              0.0082576,              0.0082576
                    178,                0.35059,                0.32183,                0.90074,                0.94812,                0.94602,                0.97562,                0.74528,                 1.0756,                0.47758,                  1.335,              0.0082477,              0.0082477,              0.0082477
                    179,                0.37485,                0.32542,                0.90514,                0.97107,                0.92555,                0.98154,                0.74066,                 1.0627,                0.45268,                 1.2823,              0.0082378,              0.0082378,              0.0082378
                    180,                0.36249,                0.32136,                0.89615,                0.98793,                 0.9651,                0.99313,                0.75746,                 1.0473,                 0.3973,                 1.2753,              0.0082279,              0.0082279,              0.0082279
                    181,                0.37332,                0.35241,                0.90437,                0.97999,                0.92165,                0.98555,                 0.7519,                 1.0389,                0.43107,                 1.2623,               0.008218,               0.008218,               0.008218
                    182,                0.37681,                0.33212,                0.90472,                0.95194,                0.99617,                0.98938,                0.73476,                 1.0857,                0.44728,                 1.2845,              0.0082081,              0.0082081,              0.0082081
                    183,                0.35483,                0.32055,                0.89392,                0.92977,                      1,                  0.995,                0.73992,                 1.0952,                0.43162,                 1.3119,              0.0081982,              0.0081982,              0.0081982
                    184,                0.35363,                0.32293,                0.88503,                0.97098,                0.95455,                0.98695,                0.73675,                 1.1141,                0.47976,                 1.3243,              0.0081883,              0.0081883,              0.0081883
                    185,                0.37626,                0.35284,                0.90934,                0.92114,                0.95293,                0.97639,                 0.7323,                 1.1372,                0.53284,                  1.362,              0.0081784,              0.0081784,              0.0081784
                    186,                0.35333,                0.33229,                0.90538,                0.97359,                0.96165,                0.98812,                0.74507,                 1.1186,                0.50793,                 1.3417,              0.0081685,              0.0081685,              0.0081685
                    187,                0.33925,                0.32514,                0.89002,                0.96747,                0.94408,                0.97327,                0.71431,                 1.1379,                 0.5055,                 1.3631,              0.0081586,              0.0081586,              0.0081586
                    188,                0.35001,                0.31985,                0.89355,                0.96777,                0.94878,                0.97343,                0.72777,                 1.0908,                0.53637,                 1.3556,              0.0081487,              0.0081487,              0.0081487
                    189,                0.36303,                0.34971,                0.90372,                0.94582,                0.89239,                0.91677,                0.68963,                 1.0588,                0.68573,                 1.3536,              0.0081388,              0.0081388,              0.0081388
                    190,                0.35184,                0.33396,                0.89837,                0.94981,                 0.9468,                  0.983,                 0.7332,                 1.1578,                0.49369,                 1.3411,              0.0081289,              0.0081289,              0.0081289
                    191,                0.37491,                0.34954,                0.90939,                0.97884,                0.97375,                  0.989,                0.72989,                 1.1468,                0.46602,                 1.3657,               0.008119,               0.008119,               0.008119
                    192,                0.34284,                0.31077,                0.89472,                0.94895,                0.95647,                0.98949,                0.72599,                 1.0934,                0.43207,                  1.326,              0.0081091,              0.0081091,              0.0081091
                    193,                0.35753,                0.30242,                0.89687,                0.93793,                0.97222,                0.98849,                0.74948,                 1.0825,                0.44273,                 1.3286,              0.0080992,              0.0080992,              0.0080992
                    194,                 0.3441,                0.32758,                0.87682,                0.94634,                0.93602,                0.95439,                0.69946,                 1.1054,                0.42779,                 1.3578,              0.0080893,              0.0080893,              0.0080893
                    195,                0.34604,                0.31512,                0.88326,                0.97315,                 0.9474,                0.97962,                0.74621,                 1.0268,                0.39662,                 1.2921,              0.0080794,              0.0080794,              0.0080794
                    196,                0.35535,                0.32497,                0.90688,                0.97328,                0.95455,                0.97009,                0.70488,                   1.09,                0.45701,                 1.3574,              0.0080695,              0.0080695,              0.0080695
                    197,                0.34674,                0.30768,                0.89976,                0.97849,                0.97181,                0.97813,                0.75577,                 1.0739,                0.41364,                 1.3261,              0.0080596,              0.0080596,              0.0080596
                    198,                0.34527,                0.30834,                0.89186,                0.98367,                0.97196,                0.97839,                 0.7041,                  1.147,                0.46304,                 1.3324,              0.0080497,              0.0080497,              0.0080497
                    199,                0.35939,                0.34005,                0.90077,                0.96316,                0.97313,                0.99333,                0.69724,                 1.1585,                0.47441,                 1.3892,              0.0080398,              0.0080398,              0.0080398
                    200,                0.34618,                0.30407,                0.89752,                0.94807,                0.95605,                0.97107,                0.72675,                 1.1504,                0.44667,                 1.3775,              0.0080299,              0.0080299,              0.0080299
                    201,                0.34301,                0.30712,                0.89056,                0.93311,                0.93993,                0.95741,                0.73559,                 1.1234,                0.47595,                 1.4006,                0.00802,                0.00802,                0.00802
                    202,                0.34768,                0.31584,                0.89595,                0.95619,                0.97423,                0.97766,                0.71257,                 1.1373,                0.45738,                 1.4171,              0.0080101,              0.0080101,              0.0080101
                    203,                0.34056,                0.30603,                0.89015,                0.96756,                0.96027,                0.97513,                0.72032,                 1.1392,                0.46523,                 1.3744,              0.0080002,              0.0080002,              0.0080002
                    204,                0.35476,                0.33902,                0.89793,                0.99102,                 0.9649,                0.97745,                0.75675,                 1.0534,                0.45217,                 1.2635,              0.0079903,              0.0079903,              0.0079903
                    205,                0.34583,                0.31834,                0.89611,                0.98956,                0.90057,                0.97734,                0.74195,                 1.1143,                0.50426,                 1.3432,              0.0079804,              0.0079804,              0.0079804
